d_loss,g_loss
0.231238276,9.79265976
0.196139157,8.172063828
0.287982315,6.403042316
1.097687244,2.953253269
1.538629174,2.982933521
1.194281697,3.263679028
1.189434409,2.475240707
2.032249212,2.973643064
1.190962791,2.771120787
1.351156473,3.849709511
1.433314204,2.408383131
1.801768303,1.847928524
1.036547661,2.588504076
0.959823251,2.653981447
0.797166646,2.960967541
0.664106309,2.990360737
2.428774118,2.666918755
1.197515726,2.303426743
1.109594464,3.040935516
0.929928422,2.696485758
1.106485963,2.258187532
1.110436916,2.679900408
0.732898593,2.856847286
0.635493517,2.886185408
0.926702142,2.601140738
0.656291962,3.488931656
1.23116374,2.32296896
0.800033689,3.010585785
0.704909742,3.367009401
1.392578721,3.102502346
1.115361333,2.53093195
2.796011448,2.538246155
0.67770052,3.80999589
1.577117085,1.982515097
0.979293108,2.782147408
2.892366171,4.809584618
1.440156579,1.957308292
1.175816298,1.914848804
0.514912009,3.508088589
0.617292523,3.485967398
0.487978637,3.511927366
0.588971317,3.214015007
0.489863932,3.818393707
1.141911745,4.312492371
0.995395362,2.927604198
1.82672286,4.348498344
0.396874815,4.253323555
0.15167886,6.372233391
0.997714102,2.228451729
1.107288957,2.135109186
1.104651809,2.275420189
1.294677854,3.01402998
0.994403243,2.907300949
1.387322307,3.480648279
0.939835846,2.533425808
1.067349195,3.764583588
0.980576813,3.198778629
2.154167652,5.455053329
0.974567294,2.870686054
1.206639767,4.649255753
0.439204991,4.033662319
0.842482448,2.206263304
1.01191926,2.330377579
0.805205941,3.035310268
2.130458117,4.737417221
1.171846867,1.915585876
0.849805892,3.998390675
1.069267511,2.656412601
0.442460626,3.87666893
0.842997193,3.802687168
2.737016916,3.620501518
2.281607389,3.247778893
0.749863327,3.64817214
1.1052984,2.902785778
0.686734855,3.030207872
2.493085623,7.064889908
0.753952861,3.13461256
0.623568892,2.891875267
1.022184491,3.677079439
0.853178024,4.006155968
0.850480795,2.363429546
0.655565977,2.747416973
0.474224538,3.720328331
0.353568941,5.674467564
0.358243227,3.583108664
0.851764321,2.420997858
0.50050807,3.563302994
0.633687615,3.43918705
0.970998526,3.265456915
0.686166883,4.322259903
0.916341066,2.676706314
1.538244486,6.305490494
0.61033237,5.439636707
0.372369081,4.543699265
0.462715745,3.613974571
0.704897165,3.790318966
0.671651959,4.66607666
0.882237315,4.637666225
0.613560915,3.605070114
0.39563331,3.405945301
0.463199347,3.43998003
0.974549651,2.293200493
0.228259668,4.893287659
1.32106328,6.742990494
0.497874141,3.614236832
1.186604619,4.594268799
0.809319258,3.063061237
0.243060052,4.076019287
0.620383143,4.038388252
1.706743836,4.028043747
0.426821709,4.397755623
0.526274204,2.980897903
0.977469206,3.463666439
0.194514304,4.878867149
0.278802514,4.785562515
0.363709241,5.229987621
0.499872267,2.883021832
0.513619304,6.882390022
2.829674244,5.60666275
0.475769043,3.715133667
0.707847774,4.632380009
0.676117778,4.909030437
0.986014962,2.569542646
0.827312052,4.57453537
0.282070786,4.570436954
2.804383993,8.637158394
1.034942508,3.903095722
0.405410469,4.56259203
1.296195149,3.571112394
1.137154579,6.535831451
0.542628765,2.827169895
0.714884162,2.908040047
0.733393848,2.687863827
0.217256755,5.850740433
0.531294405,3.367269039
0.1718539,4.37156105
0.60322535,4.254878521
0.367680758,4.685642719
0.686465621,3.024193287
0.87724328,2.909518957
1.982887149,1.684395313
0.849239707,2.718504906
0.735647798,4.63255167
0.251788378,4.720376015
0.190154269,5.353408337
0.333959609,3.466115713
0.201704979,4.99282074
0.388222873,3.582657337
0.155288696,5.659739971
0.110934108,5.664012909
0.536263168,4.981039047
0.376419604,6.161432743
0.235776484,4.075404644
0.321495295,4.716584206
0.265850902,3.632795095
0.098529719,5.314383507
0.380168587,3.565941334
0.105256528,5.525231361
0.323458433,6.495165825
0.877099812,3.557837009
0.497958034,3.092612028
2.877166986,1.860036492
0.602870941,2.443160534
0.515909314,5.197547913
0.284136266,4.766654968
0.63370055,2.960211277
0.497241497,4.67351675
0.565557063,6.241887569
0.218963996,4.359453201
0.485505104,5.461709023
0.300527602,3.83645606
0.239982039,4.85999918
1.022236943,2.487137556
0.332052827,5.866634369
0.349580973,5.148044109
0.659406424,6.826367378
1.4398669,4.722883224
0.251417398,3.912790775
0.431776553,6.119483948
0.506859839,4.478061676
0.128000841,6.21381855
0.698099852,6.21796751
0.222919032,4.100023746
0.277546465,8.039439201
1.69214046,9.969370842
0.428840369,5.30143261
0.260380447,4.601595879
0.324648082,4.972319126
0.774852931,5.897274494
1.444282293,3.437103271
0.709405839,7.768577099
0.436659634,4.035906315
0.217473418,4.870139599
0.805941641,5.824015141
0.356640726,5.765816689
0.488164514,4.442887783
0.777036011,5.251189709
0.386080474,3.556411743
0.262582302,4.584978104
1.906421065,7.254859447
1.039642811,3.828696489
0.294378817,4.202248573
0.292118669,3.655420065
0.174855143,4.342844009
2.570944786,4.871250629
0.478207052,2.966104984
0.162763834,5.848402023
0.198658437,6.466428757
0.555020094,4.491570473
1.25852716,4.426386833
1.303080559,5.699709892
0.510456324,5.913196564
1.12220645,6.332345009
0.29892236,6.63917923
1.448045731,6.170640945
0.681618154,5.005586624
0.497565389,3.321897984
0.765950322,3.549301147
0.979057193,4.778598785
0.210953578,5.316408157
0.899603903,6.711040497
0.653259337,6.419293404
0.246954307,4.68663311
0.289394736,5.395528316
1.192189932,4.693902969
0.452853531,5.665132999
0.163005188,6.793103218
0.373517931,6.504812241
0.323478252,5.213771343
0.184576273,5.697925568
0.670103967,5.02173233
0.276195616,5.883280754
0.248462975,4.271478653
0.298139781,4.875442028
0.636400938,6.614547253
0.333266973,3.624233484
1.132185578,2.329338074
0.406678945,5.473331928
0.146410346,4.362193108
0.2944749,5.364135265
0.736545384,8.269957542
0.761670947,2.552561283
0.426986367,5.671022892
0.555217266,3.432973385
0.386058152,3.572081804
0.202518791,7.390862942
1.051049232,8.329696655
1.114351511,7.756804466
0.615964413,3.817085028
0.324774474,4.75122261
1.542531967,7.862939358
0.709015965,4.628340721
0.363122731,6.240703583
0.633725107,6.524847984
0.447751105,3.434421062
0.265416175,3.732088089
1.610797405,6.964958668
0.229118854,6.205103874
0.295381159,4.48363781
1.497686148,6.346332073
0.540165663,6.744682312
0.229554266,4.17158556
0.497641891,3.937913895
0.401808739,3.151844978
1.136067748,5.168712616
0.615749776,6.12561655
1.301150322,5.237865448
0.282476306,4.453155994
0.330914795,4.510621548
1.239183664,6.210573196
0.116586238,4.217397213
0.587311685,4.824702263
1.715428352,8.698140144
1.416363597,6.143749237
0.358520627,5.632376671
0.168631017,4.269978523
0.190250903,5.407852173
0.852923572,4.124198914
0.443687022,5.622442245
0.31975764,3.780311108
0.468637288,6.491892338
0.151914656,8.432605743
0.423208714,6.127885818
0.642343283,5.921247005
0.361038417,3.512884855
0.409163147,3.235628128
1.469425917,7.034181595
0.199617237,5.831738472
0.143432781,7.384310246
1.040214539,5.875552654
0.655706048,5.210093975
0.08342234,5.592357635
0.25873825,3.858655214
0.367788792,3.14424181
0.298540294,3.422294617
0.162251353,4.843277931
1.28753078,7.186825275
1.155164242,5.736686707
1.059889078,8.351186752
1.041392565,2.957330227
0.889010668,5.689121723
0.41495651,4.756478786
0.239363655,3.424801826
0.121684566,4.455615044
0.272038639,3.387382269
0.640084982,2.523821831
1.141951323,8.367810249
0.283823162,3.390613556
1.236060023,8.246985435
0.817526698,2.318798542
0.679406404,2.409940243
0.331027985,3.253605366
0.182478458,5.534583092
0.218764693,4.856052399
0.136669233,3.953028679
0.190578148,3.700345039
0.103540398,4.25564909
1.763051987,1.583564043
0.680112302,2.537371397
0.384491682,3.054150105
0.433160692,2.689738989
1.119692087,1.810626864
0.483560085,5.211521149
0.666407049,4.934692383
0.210243374,4.046895027
0.25157094,3.634231567
0.609704912,2.420522213
0.325610846,4.266347408
0.273272902,4.340195179
0.198416173,3.774700165
0.109017342,4.657435417
0.321829796,6.58598423
0.608356237,2.833357811
2.729029179,1.558594704
0.703472733,2.511939526
0.397425056,3.909531832
0.336795092,4.111708164
0.807436943,2.013489962
0.381163061,3.837609768
0.540280879,5.0882864
0.808304667,2.06682682
0.619301975,5.39139986
0.277822703,3.082786322
0.67289418,6.633938313
0.406280607,3.910269737
0.159941703,4.491149426
0.307381332,3.365286827
1.194440126,8.10350132
0.302675724,3.271906853
0.475959957,5.070282936
0.172592983,4.53931284
0.444629788,5.162557602
0.371786773,2.779543877
0.252690703,3.380797386
1.017622113,1.995017529
0.555163562,3.106489897
0.169924527,6.084775925
0.359008521,4.950650215
0.720516443,3.500920296
1.123100162,1.876930237
0.201921746,3.481741428
0.564527094,4.032673836
0.164239794,3.816212654
0.087291174,4.997797966
0.731806755,3.391006947
0.43982771,4.159940243
0.175602645,3.514050484
0.092153825,5.606062889
0.609423041,8.085235596
0.354232043,3.118939877
0.08117447,4.539596558
0.35649994,6.891270161
1.056034923,2.136497736
0.601187706,6.248186588
0.134817243,4.2467556
2.287240267,1.532315731
0.473019034,3.477800846
0.430357218,3.795828342
0.380205184,4.406167984
0.9249717,2.062011719
0.604887843,2.896580219
0.263077229,3.425630331
0.366221756,3.072821617
1.057691693,5.764222145
0.838412642,4.632882118
0.325962096,2.989991426
0.375950545,4.535395145
0.235280126,5.867496967
0.054920565,5.762320995
0.102241054,6.077458382
0.28415677,7.445883751
0.165670678,5.723612785
0.198382303,4.380766869
0.973491311,1.948575497
0.499695003,4.561193943
0.63658005,4.204578876
0.308214933,3.35693121
0.38910833,3.098727465
1.315451503,5.390768528
0.128463417,4.842593193
0.20962742,3.935206413
1.02769196,4.741659641
0.539630532,3.062769413
0.53440845,2.597260475
0.461718738,2.769060135
0.469124883,4.621382713
0.242107794,3.69305706
0.866459191,6.517261982
0.247687161,3.781291008
0.146561176,4.08943367
0.180508643,4.003752708
0.150588602,5.368338108
0.040655915,6.437670231
0.069962755,9.616353035
1.437872171,6.444022655
0.482915461,2.978785276
0.437766254,3.01497364
0.464049935,2.84428215
0.658094883,4.028718472
0.640791357,2.434485435
0.262187779,3.366782904
1.65132463,6.517301083
0.243032336,4.602959156
0.873092294,5.485974789
0.944944143,3.536901712
0.432927907,3.614481449
1.41584909,4.043460846
1.345591068,4.044303417
0.348958135,2.760463238
0.425003648,3.910968304
0.655492187,2.084414005
0.287242949,4.281973839
0.313498795,2.891732693
0.434864104,2.516459942
0.764420807,2.143068075
0.247259334,3.43519783
0.378803521,3.45557332
0.152466595,3.63297987
1.012579083,5.124732018
0.380773842,3.143307686
0.276889116,4.254480362
0.363291204,3.623626232
0.099630587,4.549333572
0.174531132,3.565577984
0.86413908,5.401141167
0.48087877,3.747365952
0.361910909,4.777447224
0.338035107,4.211836815
0.258617789,4.231400013
0.17030254,4.262742519
0.270311594,3.192831278
0.221447945,3.380463839
0.102626756,4.193929195
0.692291379,2.830205441
0.357507199,2.936601162
0.484619319,3.674707413
0.506691515,4.2783885
0.270125687,3.042654991
0.604427934,6.065169811
0.42430678,3.042860985
0.969943225,5.647895813
0.756894529,5.525924683
1.218805671,5.225239754
0.48477003,4.214279175
0.316248894,3.38945055
0.433284044,4.618021011
0.106911734,5.109574795
0.791668177,2.126112461
0.135484546,4.86929369
0.325742424,3.574292183
0.40153861,5.699210644
0.764074862,2.177298069
0.806542456,4.705225945
0.81108737,4.779998302
0.503424644,5.420859814
0.328830212,6.455302238
0.25550136,3.841475487
0.233703434,4.046668053
0.538916111,3.289370298
0.384516001,3.218052149
1.361846924,6.800341606
0.220946863,5.099687576
0.211049885,4.972583294
3.044733047,5.254394531
0.896315336,4.69440937
0.124842227,4.448081017
0.079038307,4.87859869
0.084318072,5.232998848
0.100796089,5.349914074
0.032946933,5.873126984
0.475216389,2.571977139
1.610330701,4.312189102
0.457496911,5.098603249
1.264983296,5.87118721
0.788457572,2.093565226
0.43466273,2.72884655
0.593425989,2.205381155
0.607762516,2.397522449
0.229908884,4.826400757
0.03660962,6.618888855
1.161326885,2.052284718
1.005102277,2.735759735
0.333640158,4.18951416
1.10002327,5.424141407
0.346003354,3.481109619
0.698571384,1.947160959
0.349288613,2.82690239
0.101666659,4.508559704
0.390209675,4.301670074
0.762444854,2.032510281
0.357674301,3.39105773
3.565058231,6.946520805
0.731001437,3.950391293
0.32766217,3.495182037
0.448379129,2.480262756
0.263883561,3.015517235
0.173254535,6.128386497
0.640028775,5.573817253
0.234679073,3.905885696
0.408887446,2.9442029
0.783691287,2.034929991
0.222597212,4.367170811
0.419156224,2.560477495
0.219315723,3.30755949
0.480487585,2.423966408
0.210001215,6.844253063
0.499035656,2.58604455
0.084815457,5.895495892
1.079416513,4.503370285
1.130502939,4.254137039
1.893916965,1.518902659
2.521551371,1.358505487
0.44703716,3.88403511
0.111819752,3.972071409
0.890096843,4.27499342
0.384894311,3.08453083
0.714837134,2.178556919
0.504139185,4.172163486
0.276391953,3.182941198
0.293660939,2.828641653
0.235832095,3.508188009
0.417032152,3.642549992
0.142229378,4.250610828
0.580415666,2.264010429
0.30852288,4.345169067
0.398535967,2.929148197
0.131715745,4.011724949
0.242641151,3.76261425
0.085375488,4.970288277
0.759486794,2.101223707
0.454269111,3.809281588
0.410934627,2.712272167
0.809910715,4.961286068
0.437482208,4.620791435
0.226623833,3.418075085
0.118763432,5.46930027
0.083810881,5.892987251
0.10584797,6.310320377
0.193372265,3.909619808
0.111301392,4.296853065
0.347218901,2.997383356
1.877736568,7.623709679
0.443853229,4.672542095
0.599788547,4.226616859
0.471288681,5.789755821
0.391528249,6.528534889
0.101126134,5.432572842
0.780065536,1.972180843
0.255822122,3.108428955
0.492764741,2.338496685
1.361784339,1.546994805
0.528518498,2.268892765
0.347050011,4.662312031
0.396183312,2.630460262
0.084257372,5.748916626
0.280377895,5.771822929
0.217503667,3.257707119
0.038426422,7.360845566
1.639311552,1.666852951
0.327725738,4.588090897
0.46810776,5.534776688
0.498588234,3.839813232
1.030408025,1.916255236
0.467410266,3.421602249
1.004695058,4.182560444
0.340648204,4.960837364
0.396986842,5.799924374
0.096017972,6.348879337
0.396088183,4.790623188
0.0362847,7.087070942
0.192375213,5.340103149
0.822973013,3.965316772
0.497180492,4.868978024
0.336055011,4.079608917
0.34844476,3.443464756
0.497128934,5.360536098
0.227124617,5.054848671
0.594476938,4.106083393
0.909313083,4.716368675
0.12082082,4.270388603
0.169969514,5.04709053
0.24245207,3.062905073
0.328680009,4.756246567
0.046871014,5.441540241
0.07032574,5.069537163
1.520748973,1.549004078
0.394869864,3.0570755
0.466691852,3.617716789
0.172541782,4.451949596
0.222726867,3.163554192
0.053170905,5.786925316
0.572263658,3.821869612
0.307898164,3.90349102
2.87479496,6.718323708
0.374461293,3.258418083
0.351363212,2.897697687
0.438804388,3.194798946
2.198031664,7.232844353
0.476697922,2.61344862
1.747765899,6.548566818
0.234378487,3.626646519
0.580544889,3.041152239
0.282270968,3.744068146
0.266512781,3.307222128
0.170360923,4.923553467
0.062686577,7.056859016
0.024679711,6.93770504
0.052917171,6.702004433
0.025093898,7.607052326
0.426052243,2.530967236
0.960783124,2.250368118
0.724698663,3.519973278
0.35169068,2.840687037
0.044427481,7.333254337
0.145340383,3.837215424
0.34557271,3.12315464
1.18671608,8.018385887
0.403242439,5.0054636
0.480662942,4.107467175
0.410669923,2.838850737
1.146318316,6.326978683
0.580926776,2.14543438
0.97237283,5.434139729
0.44627139,2.537064552
0.454895616,2.507442236
0.385148048,4.547192574
0.266972661,3.434188366
0.236947566,3.992152929
0.299753487,3.492125034
0.268802315,3.119766235
0.16569297,4.491362095
0.580515027,2.304625988
1.828085423,6.355125904
0.670513928,5.273962021
0.89140445,2.418091297
0.231310189,5.729530334
0.61866194,2.369403362
0.359948188,2.802540779
0.33118245,3.868741035
0.348403543,2.958146572
0.383573413,4.558504105
0.148621351,4.452517986
0.261448294,4.557556152
2.117282629,1.374189377
0.689195514,1.985912561
0.504695177,3.516336918
0.253685832,4.181499004
0.209555283,3.551089048
0.175454289,5.083875179
0.312878817,5.792140484
0.626495957,6.925735474
0.172442779,3.790555954
1.602718472,1.45914793
0.921013355,3.59085083
0.203962669,4.697608471
0.332819432,2.77359724
0.270766079,2.927443504
0.1775105,6.823011875
0.147944897,3.861789227
0.036359508,6.994333267
0.16489245,6.197474957
0.838956296,4.946549892
0.116286099,4.368092537
0.603561044,3.727362633
2.865502834,4.299184322
0.380575687,3.797194004
1.287862062,1.628761292
0.271588087,3.88715291
0.29542926,3.055077553
0.038535431,5.693537235
0.095964253,7.186870098
0.098953933,5.229863167
3.006875277,6.054302692
0.303781271,4.863693237
0.778859675,2.082175493
0.365852684,5.412133694
0.185758576,3.751819611
1.213559151,5.788667679
0.24699603,3.468562126
1.039363623,4.95370388
0.643374562,2.814121962
0.535169184,3.011703968
0.418511391,4.508021355
0.563865423,2.195971012
0.296114475,2.975641727
0.445677221,2.546861649
0.070111446,4.423742771
1.181061149,7.67880249
0.667277992,4.501320362
0.098320566,4.597606182
0.164272562,3.681638241
0.674805045,2.076912165
0.099966466,5.79948616
0.062761113,5.99229002
0.081157528,5.397260666
0.051096097,4.811641216
0.051881496,4.757073402
0.174468711,6.390444756
0.154304788,3.529994488
0.087640166,4.212857723
0.038461253,6.940589905
3.411079884,5.961462021
1.848498106,3.651731014
0.757913589,2.019543171
0.397155583,2.769133806
0.304934174,3.126377583
0.295563459,3.657635927
0.24399814,3.206468821
0.180571288,4.924550056
0.506105244,2.306529999
1.205315828,1.654679537
0.109303892,4.021913528
0.341075987,4.059462547
0.395229012,2.605897427
0.103035495,4.637670994
0.137711167,4.721093655
0.123745844,3.985280037
0.058828406,4.832399845
0.024134621,6.669270039
0.118457213,7.923030376
0.069208376,8.786341667
0.068140015,5.21320343
0.184837669,3.334820271
0.028738372,6.255775928
0.089347988,4.761498928
0.369913131,3.220933199
0.310240269,3.478988886
0.532269001,4.061788559
0.719123662,5.903948784
0.949985266,4.77280426
0.218008399,4.330605984
0.191269726,3.279342651
0.136778444,3.717541695
0.155361146,5.840838432
2.035431862,1.344605565
0.449091494,2.465791702
0.157416165,4.136684895
0.354261905,2.664305687
0.584572673,2.224239349
0.143530518,4.36409235
0.992294669,6.962898254
0.22545585,3.519612789
0.466823757,4.171543598
0.205743521,4.675245285
0.386045158,2.66427207
0.215888366,3.398551226
0.05353114,5.183020592
0.072746024,4.772200584
0.054899521,5.047671318
0.039714187,5.462882519
0.097524405,7.886633396
0.026659079,6.915358067
0.02900378,7.016156197
2.040001631,3.100534678
1.114834785,3.27152586
0.532834411,2.524372339
0.808189511,2.015873194
0.200921163,4.257082939
1.062036157,5.718488693
0.125451922,4.051849365
0.481016994,3.926867485
0.350557506,3.561407566
0.990549743,5.979944706
0.635689497,2.075667381
0.414116532,6.750851631
0.247873291,3.895956039
1.467761874,5.110035896
0.587382913,2.164063454
0.674382508,5.131817818
0.177607268,4.719285965
0.170659661,3.650311708
0.105370961,5.056619644
1.321821451,7.49237442
0.43043974,2.5949471
0.31904155,2.996859312
0.274085164,3.578907013
0.119937278,4.387177944
0.10082148,5.237298965
0.302920341,2.775891304
0.91745162,6.488070488
0.268981934,3.702381134
0.114564814,4.188313007
0.209878936,3.240940332
0.092682637,6.598328114
0.08456073,6.205025673
0.087943323,5.494643211
0.623537958,2.061121464
1.028468132,4.831348419
0.360564291,2.942080021
0.384196997,4.548511028
0.063249573,5.813431263
0.232381061,5.008405209
0.49255529,2.381974697
0.377817273,3.072463036
2.816286325,7.547566891
0.528166354,2.304334641
0.210011378,4.615331173
1.933893681,4.251443863
0.166235119,3.783848763
0.373271048,3.101543903
0.156847894,3.848143578
0.058682736,4.79770565
0.083241701,5.022171974
0.018760921,7.082379341
0.032032039,5.35817337
0.180715397,3.385789394
0.039273951,6.126018047
0.338715196,5.777848244
0.505755365,4.922385693
1.949879408,7.262397766
1.534259319,1.605960011
2.079094648,8.265573502
0.819205284,1.977587819
0.400761813,3.139615536
0.503572166,2.2405653
0.25846377,4.322790146
0.238908455,3.029742241
1.22923708,6.344594002
0.516975105,3.874979019
0.041511629,5.258038998
0.04055284,6.102696419
0.043918643,7.227612495
0.087440208,4.301294804
0.07108254,7.094151974
0.155052826,3.599783897
0.024325317,5.994103432
0.038654786,5.552491188
0.03450162,6.855953693
0.023214187,6.865593433
0.02525345,6.956124306
0.783634961,2.025485039
1.678187847,2.236794472
0.382787228,3.20628643
0.564761043,2.611014366
1.226775289,1.617892265
0.898779154,4.134361744
0.281793684,3.494974852
0.251010925,6.154512405
0.228247076,4.030177593
0.65506202,4.585064888
0.672437727,2.083212852
0.367925644,2.677506447
0.365759671,4.304639816
0.173095316,3.601805687
0.703862846,3.417356014
1.381163239,1.702501535
1.670776486,6.902814865
0.291701764,3.365710258
0.275266021,4.231315136
0.140202209,4.063506603
0.320730209,2.780202389
0.241581738,3.490925312
0.439666063,2.438410282
0.257176101,4.564762115
0.486122489,4.673557758
0.227874175,3.279457569
0.111070223,6.709124565
0.051146049,5.287264824
0.082348078,4.178732872
0.065325275,5.435639381
0.423851907,3.027304649
0.426936716,3.549769878
0.31736356,3.29698205
0.860743701,5.434450626
0.300795972,3.831996202
0.74790287,2.077491045
0.680869341,4.908394814
0.291266322,3.321228266
0.254065216,3.548456669
0.274631262,3.003437281
0.160277218,4.1860466
0.118868805,4.375771046
0.198514938,5.117435932
0.364387482,6.43983078
0.13613607,4.17371273
1.157792091,5.445881844
0.56117326,3.855695963
0.500410438,5.204051495
0.404785573,4.008367062
0.247737244,3.718641281
0.155865103,3.871302843
0.124294378,3.983058929
0.125521734,4.401842117
0.130127817,3.812991142
0.583265185,6.234196663
0.084026873,6.232757092
0.184727311,6.645519733
0.030686144,6.259820461
0.221925735,3.219761372
0.060152955,5.028490067
0.086689718,4.455844402
0.054738395,7.141507149
6.678237915,9.585599899
1.862416387,4.474478245
1.09676373,1.921076655
1.585254073,6.704790592
0.857173622,2.375395298
0.278151006,4.052550316
1.566465735,5.703811646
0.43727079,2.555801868
0.205179155,4.280842781
0.400436819,4.16612339
0.320888221,3.013216019
0.179245412,4.306595802
0.326876938,3.667076588
0.06423071,5.457373619
0.111918353,4.671375275
0.037325259,5.419287205
0.309837341,3.104893208
0.040272463,5.350211143
3.72563386,1.184011817
0.243007451,3.799479961
2.370872498,1.683721066
0.335511684,2.738102913
0.502976477,2.338671923
0.461202323,2.717523575
0.215393722,4.209748268
0.34473145,3.236808777
0.422739238,2.658401012
0.477643132,2.721718311
0.464925021,2.367424011
0.365396261,2.695037603
0.259467781,5.504264355
0.196160704,3.514324903
0.068971306,5.783837795
0.119455658,3.673319817
0.032746248,5.392434597
0.032649804,7.986708164
0.106364556,4.469705105
0.071855322,7.111491203
0.028155988,5.712982178
0.232896566,5.63313055
1.018701077,4.970043659
0.346838385,4.174635887
0.077008903,5.457983971
0.125065476,4.033267975
0.021742165,6.135746479
0.157917187,3.78153801
0.037835632,5.816519737
0.046720598,4.857269287
0.016674286,6.208420753
4.892432213,1.072227359
0.420633167,3.983292341
3.069510698,7.186405659
0.659425259,2.29283762
0.245162994,2.980726242
0.224291593,3.430699348
0.070958897,4.515803337
0.072825156,4.308204174
0.069342181,5.840184212
1.077317238,5.538770676
0.586804986,2.223973751
1.283443451,5.235056877
0.66419971,2.027987003
0.18870762,3.723521709
0.287608474,3.601667404
0.104644433,4.385093212
0.477710694,2.524423599
1.38399148,6.815465927
0.113312289,4.248112202
0.150163531,3.549952507
0.180713668,3.542684793
1.893489242,5.806555748
0.24024421,3.23598671
0.246927351,3.257835388
0.100086853,3.967660189
0.21147871,3.888719082
0.113994502,5.067720413
0.132732973,4.763887882
1.233094335,5.599395752
0.460588604,7.20371294
0.1644364,5.060226917
0.262565076,2.97808075
0.140792698,3.527001858
0.453389823,7.042292118
0.067944363,4.933028221
0.079224959,4.323881149
0.153814688,3.783040524
0.029818816,6.339432716
0.063250393,6.940498352
0.016348403,6.891166687
0.55087018,2.190639973
0.729430318,4.624481201
0.314622104,5.460139275
3.414936066,6.671247482
0.576702416,2.688117027
0.551460266,2.346198559
1.325205684,5.36281395
0.425463289,2.631777763
0.217195868,3.151382208
0.204314962,4.592024803
0.308023572,2.722387314
0.742972195,1.86714983
0.309694797,3.034656525
0.181655139,3.68291378
0.118138045,3.914409161
0.062506743,4.904589176
0.27070117,2.987755775
0.030554824,6.385585308
0.089600846,4.453569889
0.058248997,4.59433794
1.139574528,5.389327526
0.198316157,3.490204096
0.417206526,2.612914085
0.993835866,7.680056572
0.284299672,4.673119545
0.313209772,5.516487122
1.349353075,6.902616024
0.563685179,2.292573929
0.228800461,4.070406914
0.122618452,4.82143116
0.063028835,4.551398754
0.292497396,4.312478542
0.375247777,3.169795752
0.070868686,4.519564629
0.070806064,6.587451935
0.137779072,6.614646912
0.058090784,6.632212639
0.04553638,5.066409111
0.069814056,5.023525238
0.010066843,7.491664886
0.042017475,5.93751955
0.086063407,5.578792095
1.545542717,7.852914333
0.429389834,3.985202551
0.165357754,4.98454237
0.383742213,4.436461449
0.282775164,3.874634743
0.255763233,3.179152012
0.213873327,3.883280277
